0 0 73 64
1 0 57 32
2 0 86 50
3 0 554 89
4 0 234 736
5 0 164 346
6 0 220 292
7 1 104 161
8 0 70 92
9 0 89 102
10 0 96 91
11 1 109 93
12 2 148 92
13 1 113 116
14 3 101 150
15 7 74 139
16 5 81 98
17 16 63 112
18 16 73 90
19 16 68 117
20 14 79 118
21 13 65 125
22 14 75 133
23 14 100 120
24 28 93 127
25 31 79 145
26 25 78 130
27 24 77 159
28 25 121 139
29 23 136 139
30 17 109 183
31 29 123 217
32 34 124 284
33 27 118 332
34 22 94 422
35 32 119 460
36 24 127 414
37 24 118 463
38 22 128 423
39 22 163 363
40 32 153 305
41 21 132 268
42 32 165 214
43 18 180 164
44 31 163 157
45 23 166 152
46 18 153 122
47 29 181 112
48 41 192 92
49 48 181 110
50 46 210 131
51 42 191 117
52 38 217 85
53 22 216 118
54 40 243 105
55 38 169 114
56 32 125 115
57 47 100 85
58 41 108 87
59 26 92 92
60 42 84 104
61 50 77 100
62 40 65 77
63 47 74 123
64 51 68 117
65 51 48 113
66 44 45 135
67 51 46 115
68 33 50 157
69 40 49 154
70 33 52 170
71 31 49 215
72 42 65 220
73 41 44 248
74 37 52 162
75 44 50 164
76 47 68 162
77 60 48 179
78 51 56 206
79 57 35 239
80 50 39 258
81 53 56 308
82 56 48 330
83 50 40 304
84 59 43 264
85 61 41 241
86 53 28 297
87 59 37 289
88 62 44 329
89 60 37 344
90 65 48 307
91 47 44 225
92 66 54 228
93 62 54 162
94 70 43 161
95 48 54 146
96 60 46 128
97 75 38 130
98 79 51 109
99 81 46 122
100 85 46 109
101 126 49 108
102 114 40 101
103 135 53 98
104 138 42 79
105 185 48 105
106 196 57 83
107 202 55 54
108 208 67 66
109 186 60 79
110 185 59 56
111 204 51 74
112 219 49 53
113 189 56 57
114 217 47 50
115 210 37 37
116 170 58 52
117 205 52 49
118 207 63 55
119 169 58 32
120 173 52 42
121 177 55 39
122 158 47 48
123 152 30 32
124 142 51 34
125 142 44 31
126 141 50 33
127 165 59 31
128 150 51 33
129 124 44 32
130 161 50 27
131 166 47 23
132 152 51 25
133 134 43 32
134 135 48 31
135 140 43 21
136 123 51 28
137 137 53 24
138 159 46 26
139 177 60 27
140 160 65 27
141 160 49 25
142 179 58 27
143 134 72 28
144 155 56 21
145 161 61 19
146 168 46 21
147 129 68 24
148 117 80 25
149 142 71 18
150 131 72 25
151 119 58 20
152 130 98 28
153 114 91 23
154 135 90 20
155 128 97 27
156 138 86 28
157 111 92 20
158 138 93 23
159 138 108 22
160 154 86 28
161 139 108 29
162 137 94 27
163 128 83 32
164 141 78 20
165 143 123 31
166 152 105 23
167 142 119 23
168 166 131 21
169 171 139 28
170 168 135 16
171 161 143 21
172 162 118 22
173 194 144 18
174 172 136 22
175 184 140 20
176 195 157 22
177 181 176 23
178 182 171 21
179 184 159 20
180 166 191 18
181 171 155 27
182 155 168 25
183 189 171 11
184 171 158 15
185 198 173 28
186 179 172 16
187 174 159 26
188 186 156 20
189 253 179 14
190 322 166 20
191 291 137 15
192 326 151 25
193 327 145 20
194 289 158 13
195 270 164 14
196 279 142 12
197 262 150 9
198 221 129 13
199 189 162 12
200 139 171 11
201 152 191 16
202 141 225 16
203 107 194 11
204 144 200 21
205 160 164 16
206 118 182 13
207 71 130 8
208 69 111 16
209 60 100 10
210 70 90 11
211 47 121 3
212 42 59 3
213 44 68 7
214 26 59 1
215 16 44 0
216 13 57 1
217 14 63 0
218 13 68 0
219 9 68 0
220 9 59 0
221 9 75 0
222 7 51 0
223 2 44 0
224 2 26 0
225 1 21 0
226 1 14 0
227 1 15 0
228 2 8 0
229 0 6 0
230 1 5 0
231 1 2 0
232 0 1 0
233 0 3 0
234 0 0 0
235 0 0 0
236 0 0 0
237 0 0 0
238 0 0 0
239 0 0 0
240 0 0 0
241 0 0 0
242 1 0 0
243 0 0 0
244 0 0 0
245 0 1 0
246 0 0 0
247 0 0 0
248 0 0 0
249 0 0 0
250 0 0 0
251 0 0 0
252 0 0 0
253 0 0 0
254 0 0 0
255 0 0 0
