0 0 73 64
1 0 57 32
2 0 86 50
3 0 554 89
4 0 234 736
5 0 164 346
6 0 220 292
7 0 104 161
8 0 70 92
9 0 89 102
10 0 96 91
11 0 109 93
12 0 148 92
13 0 113 116
14 0 101 150
15 0 74 139
16 0 81 98
17 0 63 112
18 0 73 90
19 0 68 117
20 0 79 118
21 0 65 125
22 0 75 133
23 0 100 120
24 0 93 127
25 0 79 145
26 0 78 130
27 0 77 159
28 0 121 139
29 0 136 139
30 0 109 183
31 0 123 217
32 0 124 284
33 0 118 332
34 0 94 422
35 0 119 460
36 0 127 414
37 0 118 463
38 0 128 423
39 0 163 363
40 0 153 305
41 0 132 268
42 0 165 214
43 0 180 164
44 0 163 157
45 0 166 152
46 0 153 122
47 0 181 112
48 0 192 92
49 0 181 110
50 0 210 131
51 0 191 117
52 0 217 85
53 0 216 118
54 0 243 105
55 0 169 114
56 0 125 115
57 0 100 85
58 0 108 87
59 0 92 92
60 0 84 104
61 0 77 100
62 0 65 77
63 0 74 123
64 0 68 117
65 0 48 113
66 0 45 135
67 0 46 115
68 0 50 157
69 0 49 154
70 1679 52 170
71 31 49 215
72 42 65 220
73 41 44 248
74 37 52 162
75 44 50 164
76 47 68 162
77 60 48 179
78 51 56 206
79 57 35 239
80 50 39 258
81 53 56 308
82 56 48 330
83 50 40 304
84 59 43 264
85 61 41 241
86 53 28 297
87 59 37 289
88 62 44 329
89 60 37 344
90 65 48 307
91 47 44 225
92 66 54 228
93 62 54 162
94 70 43 161
95 48 54 146
96 60 46 128
97 75 38 130
98 79 51 109
99 81 46 122
100 85 46 109
101 126 49 108
102 114 40 101
103 135 53 98
104 138 42 79
105 185 48 105
106 196 57 83
107 202 55 54
108 208 67 66
109 186 60 79
110 185 59 56
111 204 51 74
112 219 49 53
113 189 56 57
114 217 47 50
115 210 37 37
116 170 58 52
117 205 52 49
118 207 63 55
119 169 58 32
120 173 52 42
121 177 55 39
122 158 47 48
123 152 30 32
124 142 51 34
125 142 44 31
126 141 50 33
127 165 59 31
128 150 51 33
129 124 44 32
130 161 50 1719
131 166 47 0
132 152 51 0
133 134 43 0
134 135 48 0
135 140 43 0
136 123 51 0
137 137 53 0
138 159 46 0
139 177 60 0
140 160 65 0
141 160 49 0
142 179 58 0
143 134 72 0
144 155 56 0
145 161 61 0
146 168 46 0
147 129 68 0
148 117 80 0
149 142 71 0
150 131 72 0
151 119 58 0
152 130 98 0
153 114 91 0
154 135 90 0
155 128 97 0
156 138 86 0
157 111 92 0
158 138 93 0
159 138 108 0
160 154 86 0
161 139 108 0
162 137 94 0
163 128 83 0
164 141 78 0
165 143 123 0
166 152 105 0
167 142 119 0
168 166 131 0
169 171 139 0
170 168 135 0
171 161 143 0
172 162 118 0
173 194 144 0
174 172 136 0
175 184 140 0
176 195 157 0
177 181 176 0
178 182 171 0
179 184 159 0
180 166 191 0
181 171 155 0
182 155 168 0
183 189 171 0
184 171 158 0
185 198 173 0
186 179 172 0
187 174 159 0
188 186 156 0
189 253 179 0
190 322 166 0
191 291 137 0
192 326 151 0
193 327 145 0
194 289 158 0
195 270 164 0
196 279 142 0
197 262 150 0
198 221 129 0
199 189 162 0
200 139 171 0
201 152 191 0
202 141 225 0
203 107 194 0
204 144 200 0
205 160 164 0
206 118 182 0
207 71 130 0
208 69 111 0
209 60 100 0
210 70 90 0
211 47 121 0
212 42 59 0
213 44 68 0
214 26 59 0
215 102 44 0
216 0 57 0
217 0 63 0
218 0 68 0
219 0 68 0
220 0 59 0
221 0 75 0
222 0 51 0
223 0 44 0
224 0 26 0
225 0 21 0
226 0 14 0
227 0 15 0
228 0 8 0
229 0 6 0
230 0 12 0
231 0 0 0
232 0 0 0
233 0 0 0
234 0 0 0
235 0 0 0
236 0 0 0
237 0 0 0
238 0 0 0
239 0 0 0
240 0 0 0
241 0 0 0
242 0 0 0
243 0 0 0
244 0 0 0
245 0 0 0
246 0 0 0
247 0 0 0
248 0 0 0
249 0 0 0
250 0 0 0
251 0 0 0
252 0 0 0
253 0 0 0
254 0 0 0
255 0 0 0
